b'4', 2024-05-19 02:33:10.860726
b'>', 2024-05-19 02:34:00.907656
b'?', 2024-05-19 02:34:05.815387
b'@', 2024-05-19 02:34:10.815532
b'A', 2024-05-19 02:34:15.814759
b'B', 2024-05-19 02:34:20.826118
b'C', 2024-05-19 02:34:25.806909
b'D', 2024-05-19 02:34:30.819349
b'E', 2024-05-19 02:34:35.803735
b'F', 2024-05-19 02:34:40.803254
b'G', 2024-05-19 02:34:45.817112
b'H', 2024-05-19 02:34:50.796818
b'I', 2024-05-19 02:34:55.798688
b'J', 2024-05-19 02:35:00.796613
b'K', 2024-05-19 02:35:05.798298
b'L', 2024-05-19 02:35:10.794716
b'M', 2024-05-19 02:35:15.786542
b'N', 2024-05-19 02:35:20.785694
b'O', 2024-05-19 02:35:25.797296
b'P', 2024-05-19 02:35:30.786115
b'Q', 2024-05-19 02:35:35.783435
b'R', 2024-05-19 02:35:40.773373
b'S', 2024-05-19 02:35:45.787760
b'T', 2024-05-19 02:35:50.773977
b'U', 2024-05-19 02:35:55.778342
b'V', 2024-05-19 02:36:00.773633
b'W', 2024-05-19 02:36:05.778589
b'X', 2024-05-19 02:36:10.774752
b'Y', 2024-05-19 02:36:15.773847
b'Z', 2024-05-19 02:36:20.773867
b'[', 2024-05-19 02:36:25.756637
b'\\', 2024-05-19 02:36:30.754106
b']', 2024-05-19 02:36:35.756966
b'^', 2024-05-19 02:36:40.753508
b'_', 2024-05-19 02:36:45.744098
b'`', 2024-05-19 02:36:50.755124
b'a', 2024-05-19 02:36:55.745698
b'b', 2024-05-19 02:37:00.742469
b'c', 2024-05-19 02:37:05.743519
b'R', 2024-05-19 02:57:00.068201
b'S', 2024-05-19 02:57:05.047517
b'T', 2024-05-19 02:57:10.036803
b'U', 2024-05-19 02:57:15.037143
b'V', 2024-05-19 02:57:20.039145
b'W', 2024-05-19 02:57:25.027454
b'X', 2024-05-19 02:57:30.027635
b'Y', 2024-05-19 02:57:35.027629
b'Z', 2024-05-19 02:57:40.019012
b'[', 2024-05-19 02:57:45.018710
b'\\', 2024-05-19 02:57:50.018572
b']', 2024-05-19 02:57:55.006014
b'^', 2024-05-19 02:58:00.006550
b'_', 2024-05-19 02:58:05.008877
b'`', 2024-05-19 02:58:10.007521
b'a', 2024-05-19 02:58:15.005284
b'b', 2024-05-19 02:58:20.006392
b'c', 2024-05-19 02:58:25.001246
b'd', 2024-05-19 02:58:30.010400
b'e', 2024-05-19 02:58:34.990103
b'f', 2024-05-19 02:58:39.978654
b'g', 2024-05-19 02:58:44.976919
b'h', 2024-05-19 02:58:49.976900
b'i', 2024-05-19 02:58:54.972000
b'j', 2024-05-19 02:58:59.966906
b'k', 2024-05-19 02:59:04.967584
b'l', 2024-05-19 02:59:09.955153
b'm', 2024-05-19 02:59:14.969788
b'n', 2024-05-19 02:59:19.958038
b'o', 2024-05-19 02:59:24.946004
b'p', 2024-05-19 02:59:29.946853
b'q', 2024-05-19 02:59:34.947529
b'r', 2024-05-19 02:59:39.937465
b's', 2024-05-19 02:59:44.941053
b't', 2024-05-19 02:59:49.937251
b'u', 2024-05-19 02:59:54.926189
b'v', 2024-05-19 02:59:59.929760
b'w', 2024-05-19 03:00:04.925927
b'x', 2024-05-19 03:00:09.917331
b'y', 2024-05-19 03:00:14.915548
b'z', 2024-05-19 03:00:19.919622
b'{', 2024-05-19 03:00:24.905925
b'|', 2024-05-19 03:00:29.905474
b'}', 2024-05-19 03:00:34.929328
b'~', 2024-05-19 03:00:39.896888
b'\x7f', 2024-05-19 03:00:44.897812
b'\x80', 2024-05-19 03:00:49.896588
b'\x81', 2024-05-19 03:00:54.891407
b'\x82', 2024-05-19 03:00:59.888533
b'\x83', 2024-05-19 03:01:04.877492
b'\x84', 2024-05-19 03:01:09.881657
b'\x85', 2024-05-19 03:01:14.874954
b'\x86', 2024-05-19 03:01:19.869867
b'\x87', 2024-05-19 03:01:24.866909
b'\x88', 2024-05-19 03:01:29.859133
b'\x89', 2024-05-19 03:01:34.858944
b'\x8b', 2024-05-19 03:01:44.846157
b'\x8c', 2024-05-19 03:01:49.849156
b'\x8d', 2024-05-19 03:01:54.845736
b'\x8e', 2024-05-19 03:02:00.291701
b'\xa9', 2024-05-19 03:04:14.748820
b'\xaa', 2024-05-19 03:04:19.755419
b'\xac', 2024-05-19 03:04:29.733382
